it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText,heading,Registration Year,Insurance Validity,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine Displacement,Transmission,Year of Manufacture,heading,top_features,Comfort & Convenience - Comfort,Interior - Interior,Exterior - Exterior,Safety - Safety,Entertainment & Communication - Entertainment,heading,Mileage,Engine,Max Power,Torque,Wheel Size,Seats,Engine and Transmission - Color,Engine and Transmission - Engine Type,Engine and Transmission - Displacement,Engine and Transmission - Max Power,Engine and Transmission - Max Torque,Engine and Transmission - No of Cylinder,Engine and Transmission - Values per Cylinder,Engine and Transmission - Value Configuration,Engine and Transmission - Fuel Suppy System,Engine and Transmission - Turbo Charger,Engine and Transmission - Super Charger,Dimensions & Capacity - Length,Dimensions & Capacity - Width,Dimensions & Capacity - Height,Dimensions & Capacity - Wheel Base,Dimensions & Capacity - Front Tread,Dimensions & Capacity - Rear Tread,Dimensions & Capacity - Kerb Weight,Miscellaneous - Gear Box,Miscellaneous - Drive Type,Miscellaneous - Seating Capacity,Miscellaneous - Steering Type,Miscellaneous - Turning Radius,Miscellaneous - Front Brake Type,Miscellaneous - Rear Brake Type,Miscellaneous - Top Speed,Miscellaneous - Acceleration,Miscellaneous - Tyre Type,Miscellaneous - Alloy Wheel Size,Miscellaneous - No Door Numbers,Miscellaneous - Cargo Volumn,Dimensions & Capacity - Gross Weight,Engine and Transmission - BoreX Stroke,Engine and Transmission - Compression Ratio,Dimensions & Capacity - Ground Clearance Unladen,city
0,Petrol,Hatchback,"70,000",Manual,1,1st Owner,Nissan,Nissan Micra,2011,3305,XE,₹ 2.90 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",Car overview,Nov 2020,Comprehensive,Petrol,5 Seats,"16,603 Kms",RJ45,First Owner,1197 cc,Automatic,2020.0,Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio","Power Steering, Power Windows Front, Power Windows Rear, Low Fuel Warning Light, Accessory Power Outlet, Rear Reading Lamp, Rear Seat Headrest, Rear Seat Centre Arm Rest, Cup Holders Rear, Multifunction Steering Wheel, Rear ACVents, Glove Box Cooling, Tailgate Ajar, Adjustable Headrest","Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Fabric Upholstery, Glove Compartment, Digital Clock, Height Adjustable Driver Seat, Dual Tone Dashboard","Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Rear Window Defogger, Wheel Covers, Power Antenna, Outside Rear View Mirror Turn Indicators, Chrome Garnish, LEDDRLs, LEDTaillights, Halogen Headlamps","Anti Lock Braking System, Centeral Locking, Power Door Locks, Child Safety Locks, Driver Air Bag, Passenger Air Bag, Day Night Rear View Mirror, Passenger Side Rear View Mirror, Halogen Headlamps, Seat Belt Warning, Door Ajar Warning, Adjustable Seats, Keyless Entry, Engine Immobilizer, Engine Check Warning, Crash Sensor, Ebd, Speed Sensing Auto Door Lock, Isofix Child Seat Mounts, Pretensioners And Force Limiter Seatbelts, Impact Sensing Auto Door Lock, Speed Alert, No Of Airbags","Radio, Speakers Front, Speakers Rear, Integrated2Din Audio, Usb Auxiliary Input, Bluetooth, Number Of Speaker",Specifications,20.1 kmpl,1197 CC,81.86bhp,113.8nm,,5,Grey,1.2 l Kappa dual petrol,1197,81.86bhp@6000rpm,113.8nm@4000rpm,4.0,4.0,,,No,,3995mm,1680,1520,2450,,,1070,5-Speed,,5,Electric,,Disc,Drum,,,"Tubeless,Radial",,4,,,,,,jaipur
0,Diesel,Hatchback,"72,761",Manual,1,1st Owner,Tata,Tata Tiago,2018,2968,1.05 Revotorq XZ,₹ 5.90 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",Car overview,Nov 2020,Zero Dep,CNG,5 Seats,"40,960 Kms",RJ53,First Owner,998 cc,Manual,2020.0,Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking","Power Steering, Power Windows Front, Power Windows Rear, Low Fuel Warning Light, Accessory Power Outlet, Vanity Mirror, Rear Seat Headrest, Cup Holders Front, Seat Lumbar Support, Gear Shift Indicator, Adjustable Headrest","Air Conditioner, Heater, Digital Odometer, Electronic Multi Tripmeter, Fabric Upholstery, Glove Compartment, Digital Clock","Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Wheel Covers, Integrated Antenna, Chrome Grille, Halogen Headlamps","Anti Lock Braking System, Centeral Locking, Power Door Locks, Child Safety Locks, Driver Air Bag, Passenger Air Bag, Day Night Rear View Mirror, Passenger Side Rear View Mirror, Halogen Headlamps, Rear Seat Belts, Seat Belt Warning, Door Ajar Warning, Adjustable Seats, Centrally Mounted Fuel Tank, Engine Immobilizer, Engine Check Warning, Crash Sensor, Ebd, Speed Sensing Auto Door Lock, Impact Sensing Auto Door Lock, Speed Alert, No Of Airbags",,Specifications,35.6 km/kg,998 CC,55.92bhp,82.1Nm,,5,Silver,K10C,998,55.92bhp@5300rpm,82.1Nm@3400rpm,3.0,4.0,,,,,3695mm,1655,1555,2435,1430,1440,905,5-Speed,,5,Electric,,Ventilated Disc,Drum,,,"Tubeless, Radial",,5,,1320,,,,jaipur
0,Petrol,Hatchback,"72,473",Manual,1,1st Owner,Hyundai,Hyundai i10,2013,1568,Magna,₹ 2.99 Lakh,₹ 3.20 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",Car overview,Feb 2018,Comprehensive,Petrol,5 Seats,"65,000 Kms",RJ45,First Owner,1197 cc,Manual,2018.0,Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Speakers Front","Power Steering, Power Windows Front, Power Windows Rear, Low Fuel Warning Light, Accessory Power Outlet, Vanity Mirror, Rear Seat Headrest, Cup Holders Front, Multifunction Steering Wheel, Rear ACVents, Tailgate Ajar, Gear Shift Indicator, Battery Saver","Air Conditioner, Heater, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Fabric Upholstery, Glove Compartment, Digital Clock","Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Wheel Covers, Integrated Antenna, Tinted Glass, Chrome Grille, Roof Rail, Halogen Headlamps","Anti Lock Braking System, Centeral Locking, Power Door Locks, Child Safety Locks, Driver Air Bag, Passenger Air Bag, Day Night Rear View Mirror, Passenger Side Rear View Mirror, Halogen Headlamps, Rear Seat Belts, Seat Belt Warning, Door Ajar Warning, Side Impact Beams, Front Impact Beams, Adjustable Seats, Keyless Entry, Centrally Mounted Fuel Tank, Engine Immobilizer, Engine Check Warning, Crash Sensor, Ebd, Anti Theft Device, No Of Airbags","Speakers Front, Speakers Rear, Integrated2Din Audio, Usb Auxiliary Input, Bluetooth, Number Of Speaker",Specifications,18.9 kmpl,1197 CC,81.86bhp,113.75nm,,5,White,Kappa VTVT Petrol Engine,1197,81.86bhp@6000rpm,113.75nm@4000rpm,4.0,4.0,DOHC,MPFI,No,No,3765mm,1660mm,1520mm,2425mm,1479mm,1493mm,1100,5 Speed,FWD,5,Power,4.8 metres,Disc,Drum,165 Kmph,12.9 Seconds,Tubeless,,5,256,,,,,jaipur
0,Petrol,SUV,"18,030",Manual,1,1st Owner,Maruti,Maruti Brezza,2022,9183,Zxi BSVI,₹ 12.52 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",Car overview,Dec 2014,Third Party,Diesel,5 Seats,"74,232 Kms",RJ14,First Owner,1248 cc,Manual,2014.0,Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player","Power Steering, Power Windows Front, Power Windows Rear, Remote Trunk Opener, Remote Fuel Lid Opener, Low Fuel Warning Light, Accessory Power Outlet, Vanity Mirror, Rear Reading Lamp, Rear Seat Headrest, Height Adjustable Front Seat Belts, Cup Holders Front, Multifunction Steering Wheel","Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Fabric Upholstery, Glove Compartment, Digital Clock, Outside Temperature Display","Adjustable Head Lights, Fog Lights Front, Fog Lights Rear, Power Adjustable Exterior Rear View Mirror, Rear Window Wiper, Rear Window Washer, Rear Window Defogger, Alloy Wheels, Power Antenna, Tinted Glass, Outside Rear View Mirror Turn Indicators","Anti Lock Braking System, Brake Assist, Centeral Locking, Child Safety Locks, Anti Theft Alarm, Driver Air Bag, Passenger Air Bag, Day Night Rear View Mirror, Passenger Side Rear View Mirror, Halogen Headlamps, Rear Seat Belts, Seat Belt Warning, Door Ajar Warning, Side Impact Beams, Adjustable Seats, Keyless Entry, Centrally Mounted Fuel Tank, Engine Immobilizer, Ebd, Anti Theft Device","Cd Player, Radio, Speakers Front, Speakers Rear",Specifications,22.9 kmpl,1248 CC,74bhp,190Nm,15,5,White,DDiS Diesel Engine,1248,74bhp@4000rpm,190Nm@2000rpm,4.0,4.0,,CRDI,Yes,No,3850mm,1695mm,1530mm,2430mm,1475mm,1485mm,1080kg,5 Speed,FWD,5,Power,4.8 metres,Ventilated Disc,Drum,,,"Tubeless,Radial",15,5,,1505kg,69.6 X 82 mm,17.6:1,,jaipur
0,Diesel,Sedan,"63,000",Manual,1,1st Owner,Honda,Honda Amaze,2018,6420,V Diesel BSIV,₹ 8.75 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",Car overview,Sept 2015,Third Party insurance,Petrol,5 Seats,"38,892 Kms",RJ01,First Owner,998 cc,Manual,2015.0,Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks, Cd Player","Power Steering, Power Windows Front, Power Windows Rear, Remote Trunk Opener, Remote Fuel Lid Opener, Low Fuel Warning Light, Accessory Power Outlet, Vanity Mirror, Rear Reading Lamp, Rear Seat Headrest, Cup Holders Front","Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Fabric Upholstery, Glove Compartment, Digital Clock, Dual Tone Dashboard","Adjustable Head Lights, Fog Lights Front, Power Adjustable Exterior Rear View Mirror, Rear Window Wiper, Rear Window Washer, Rear Window Defogger, Wheel Covers, Power Antenna, Chrome Grille, Chrome Garnish, Roof Rail","Centeral Locking, Power Door Locks, Child Safety Locks, Anti Theft Alarm, Day Night Rear View Mirror, Passenger Side Rear View Mirror, Halogen Headlamps, Rear Seat Belts, Seat Belt Warning, Side Impact Beams, Front Impact Beams, Adjustable Seats, Keyless Entry, Centrally Mounted Fuel Tank, Engine Immobilizer, Engine Check Warning, Anti Theft Device","Cd Player, Radio, Speakers Front, Speakers Rear, Usb Auxiliary Input, Number Of Speaker",Specifications,20.51 kmpl,998 CC,67.04bhp,90Nm,,5,White,K10B Petrol Engine,998,67.04bhp@6200rpm,90Nm@3500rpm,3.0,4.0,DOHC,,No,No,3599mm,1495mm,1700mm,2400mm,1295mm,1290mm,885kg,5 Speed,FWD,5,Power,4.6 metres,Ventilated Disc,Drum,152 kmph,18.6 Seconds,Tubeless Tyres,,5,180-liters,1350kg,69 x 72 mm,,,jaipur
0,Petrol,Hatchback,"40,404",Automatic,1,1st Owner,Honda,Honda Jazz,2016,1336,1.2 S AT i VTEC,₹ 5.50 Lakh,₹ 5.55 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",Car overview,Jun 2016,Comprehensive,Diesel,5 Seats,"72,602 Kms",RJ14,Second Owner,1582 cc,Automatic,2016.0,Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player","Power Steering, Power Windows Front, Power Windows Rear, Air Quality Control, Remote Trunk Opener, Remote Fuel Lid Opener, Low Fuel Warning Light, Accessory Power Outlet, Trunk Light, Vanity Mirror, Rear Seat Headrest, Rear Seat Centre Arm Rest, Cup Holders Front, Cup Holders Rear, Multifunction Steering Wheel, Glove Box Cooling","Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Fabric Upholstery, Glove Compartment, Digital Clock, Height Adjustable Driver Seat","Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Rear Window Defogger, Alloy Wheels, Power Antenna, Outside Rear View Mirror Turn Indicators, Chrome Grille, Chrome Garnish, Smoke Headlamps","Anti Lock Braking System, Centeral Locking, Power Door Locks, Child Safety Locks, Anti Theft Alarm, Driver Air Bag, Passenger Air Bag, Day Night Rear View Mirror, Passenger Side Rear View Mirror, Halogen Headlamps, Rear Seat Belts, Seat Belt Warning, Door Ajar Warning, Side Impact Beams, Front Impact Beams, Adjustable Seats, Keyless Entry, Centrally Mounted Fuel Tank, Engine Immobilizer, Crash Sensor, Automatic Head Lamps, Ebd, Follow Me Home Headlamps, Rear Camera, Anti Theft Device","Cd Player, Radio, Speakers Front, Speakers Rear, Integrated2Din Audio, Usb Auxiliary Input, Bluetooth",Specifications,19.08 kmpl,1582 CC,126.2bhp,259.9Nm,15,5,White,U2 VGT Diesel Engine ,1582,126.2bhp@4000rpm,259.9Nm@1900-2750rpm,4.0,4.0,DOHC,CRDi,Yes,No,4375mm,1700mm,1475mm,2570mm,,,1270,4 Speed,FWD,5,Power,5.2 metres,Disc,Drum,190 Kmph,10.62 Seconds,Tubeless,15,4,465-litres,,77.2 X 84.5 mm,17.3:1,,jaipur
0,Petrol,Sedan,"96,407",Automatic,1,1st Owner,Honda,Honda City,2018,5630,i-VTEC CVT ZX,₹ 9.70 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",Car overview,May 2014,Third Party insurance,Diesel,5 Seats,"82,882 Kms",RJ01,First Owner,2993 cc,Automatic,2014.0,Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player","Power Steering, Power Windows Front, Power Windows Rear, Air Quality Control, Remote Trunk Opener, Remote Fuel Lid Opener, Low Fuel Warning Light, Accessory Power Outlet, Vanity Mirror, Rear Reading Lamp, Rear Seat Headrest, Rear Seat Centre Arm Rest, Height Adjustable Front Seat Belts, Cup Holders Front, Cup Holders Rear, Seat Lumbar Support, Multifunction Steering Wheel, Cruise Control, Rear ACVents","Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Leather Seats, Leather Steering Wheel, Glove Compartment, Digital Clock, Outside Temperature Display","Adjustable Head Lights, Fog Lights Front, Fog Lights Rear, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Rain Sensing Wiper, Rear Window Wiper, Rear Window Washer, Alloy Wheels, Power Antenna, Tinted Glass, Rear Spoiler, Sun Roof, Moon Roof, Side Stepper","Anti Lock Braking System, Brake Assist, Centeral Locking, Power Door Locks, Child Safety Locks, Anti Theft Alarm, Driver Air Bag, Passenger Air Bag, Side Air Bag Front, Day Night Rear View Mirror, Passenger Side Rear View Mirror, Xenon Headlamps, Rear Seat Belts, Seat Belt Warning, Door Ajar Warning, Side Impact Beams, Vehicle Stability Control System, Traction Control, Adjustable Seats, Keyless Entry, Centrally Mounted Fuel Tank, Engine Immobilizer, Crash Sensor","Cd Player, Cd Changer, Dvd Player, Radio, Speakers Front, Speakers Rear",Specifications,11.7 kmpl,2993 CC,245bhp,540Nm,18,5,Brown,xDrive30d Diesel Engine,2993,245bhp@4000rpm,540Nm@1750-3000rpm,6.0,4.0,,Direct Injection,Yes,No,4886mm,2184mm,1762mm,2933mm,1644mm,1650mm,2145kg,8 Speed,4WD,5,Power,,Ventilated Discs,Ventilated Discs,222km/hr,7.6 Seconds,"Tubeless,Radial",18,5,,2780kg,84 X 90 mm,16.5:1,,jaipur
0,Petrol,Hatchback,"20,000",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2017,5607,1.2 Kappa Asta,₹ 5.90 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",Car overview,Apr 2017,Third Party insurance,Diesel,5 Seats,"79,329 Kms",RJ14,Second Owner,1968 cc,Manual,2017.0,Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player","Power Steering, Power Windows Front, Power Windows Rear, Remote Trunk Opener, Remote Fuel Lid Opener, Low Fuel Warning Light, Accessory Power Outlet, Trunk Light, Vanity Mirror, Rear Reading Lamp, Rear Seat Headrest, Rear Seat Centre Arm Rest, Height Adjustable Front Seat Belts, Cup Holders Front, Cup Holders Rear, Seat Lumbar Support, Multifunction Steering Wheel, Cruise Control, Rear ACVents, Voice Control","Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Leather Seats, Leather Steering Wheel, Glove Compartment, Digital Clock, Outside Temperature Display, Height Adjustable Driver Seat","Adjustable Head Lights, Fog Lights Front, Fog Lights Rear, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Rain Sensing Wiper, Rear Window Wiper, Rear Window Washer, Rear Window Defogger, Alloy Wheels, Power Antenna, Tinted Glass, Rear Spoiler, Outside Rear View Mirror Turn Indicators, Smoke Headlamps, Roof Rail","Anti Lock Braking System, Brake Assist, Centeral Locking, Power Door Locks, Child Safety Locks, Driver Air Bag, Passenger Air Bag, Side Air Bag Front, Day Night Rear View Mirror, Passenger Side Rear View Mirror, Xenon Headlamps, Rear Seat Belts, Seat Belt Warning, Door Ajar Warning, Side Impact Beams, Front Impact Beams, Vehicle Stability Control System, Traction Control, Adjustable Seats, Keyless Entry, Centrally Mounted Fuel Tank, Engine Immobilizer, Engine Check Warning, Crash Sensor, Automatic Head Lamps, Ebd, Anti Theft Device","Cd Player, Radio, Audio System Remote Control, Speakers Front, Speakers Rear, Integrated2Din Audio, Usb Auxiliary Input, Bluetooth",Specifications,17.32 kmpl,1968 CC,138.13bhp,320Nm,16,5,Silver,TDI Diesel Engine,1968,138.13bhp@4200rpm,320Nm@1750-2500rpm,4.0,4.0,DOHC,CRDI,Yes,No,4388mm,2019mm,1608mm,2603mm,1571mm,1575mm,1520kg,6 Speed,FWD,5,Power,5.9 metres ,Disc,Disc,202 Kmph,9.9 Seconds,"Tubeless,Radial",16,5,460-litres,2030kg,,,,jaipur
0,Petrol,Sedan,"53,456",Manual,1,1st Owner,Honda,Honda City,2017,1215,i VTEC V,₹ 7.71 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",Car overview,Jan 2014,Not Available,Petrol,5 Seats,"63,959 Kms",RJ14,First Owner,1197 cc,Manual,2013.0,Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks, Cd Player","Power Steering, Power Windows Front, Power Windows Rear, Remote Trunk Opener, Remote Fuel Lid Opener, Low Fuel Warning Light, Accessory Power Outlet, Trunk Light, Vanity Mirror, Rear Reading Lamp, Rear Seat Headrest, Rear Seat Centre Arm Rest, Cup Holders Front","Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Fabric Upholstery, Glove Compartment, Digital Clock","Adjustable Head Lights, Fog Lights Front, Fog Lights Rear, Power Adjustable Exterior Rear View Mirror, Wheel Covers, Power Antenna, Tinted Glass, Outside Rear View Mirror Turn Indicators","Centeral Locking, Power Door Locks, Child Safety Locks, Anti Theft Alarm, Day Night Rear View Mirror, Passenger Side Rear View Mirror, Halogen Headlamps, Rear Seat Belts, Seat Belt Warning, Door Ajar Warning, Side Impact Beams, Front Impact Beams, Adjustable Seats, Centrally Mounted Fuel Tank, Engine Immobilizer, Engine Check Warning, Anti Theft Device","Cd Player, Radio, Speakers Front, Speakers Rear",Specifications,19.1 kmpl,1197 CC,85.8bhp,114Nm,14,5,White,K Series VVT Engine,1197,85.8bhp@6000rpm,114Nm@4000rpm,4.0,4.0,,MPFI,No,No,3995mm,1695mm,1555mm,2430mm,1485mm,1495mm,970kg,5 Speed,FWD,5,Power,4.8metres,Ventilated Disc,Drum,169 kmph,12.6 Seconds,"Tubeless,Radial",14,4,320 liters,1415kg,73 X 71.5 mm,10.0:1,,jaipur
0,Petrol,Hatchback,"91,603",Manual,2,2nd Owner,Maruti,Maruti Alto 800,2016,7073,LXI,₹ 2.57 Lakh,₹ 2.85 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",Car overview,Apr 2022,Not Available,Petrol,5 Seats,"10,801 Kms",RJ45,First Owner,1199 cc,Manual,2022.0,Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio","Power Steering, Power Windows Front, Power Windows Rear, Low Fuel Warning Light, Accessory Power Outlet, Seat Lumbar Support, Multifunction Steering Wheel, Cruise Control, Navigation System, Engine Start Stop Button, Glove Box Cooling, Voice Control, Tailgate Ajar, Drive Modes, Adjustable Headrest","Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Glove Compartment, Digital Clock, Driving Experience Control Eco, Dual Tone Dashboard","Adjustable Head Lights, Fog Lights Front, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Wheel Covers, Power Antenna, Rear Spoiler, LEDDRLs, Cornering Foglamps, Halogen Headlamps","Anti Lock Braking System, Centeral Locking, Power Door Locks, Child Safety Locks, Anti Theft Alarm, Driver Air Bag, Passenger Air Bag, Passenger Side Rear View Mirror, Halogen Headlamps, Rear Seat Belts, Seat Belt Warning, Door Ajar Warning, Adjustable Seats, Keyless Entry, Engine Immobilizer, Engine Check Warning, Crash Sensor, Ebd, Follow Me Home Headlamps, Rear Camera, Speed Sensing Auto Door Lock, Isofix Child Seat Mounts, Pretensioners And Force Limiter Seatbelts, Impact Sensing Auto Door Lock, Speed Alert, No Of Airbags","Radio, Speakers Front, Speakers Rear, Integrated2Din Audio, Usb Auxiliary Input, Bluetooth, Touch Screen, Number Of Speaker, Touch Screen Size, Apple Car Play, Android Auto",Specifications,19.33 kmpl,1199 CC,86.83bhp,113Nm,,5,White,1.2 l Revotron,1199,86.83bhp@6000rpm,113Nm@3300rpm,3.0,4.0,,,No,,3990mm,1755,1523,2501,,,1135,5-Speed,,5,Electric,5.0,Disc,Drum,,,"Tubeless,Radial",,5,345,,,,,jaipur
0,Petrol,Hatchback,"28,246",Manual,1,1st Owner,Toyota,Toyota Glanza,2021,10232,G,₹ 7.67 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",Car overview,Nov 2015,Not Available,Diesel,7 Seats,"86,580 Kms",RJ19,Second Owner,2982 cc,Manual,2015.0,Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Dvd Player","Power Steering, Power Windows Front, Power Windows Rear, Remote Trunk Opener, Remote Fuel Lid Opener, Low Fuel Warning Light, Rear Seat Headrest, Rear Seat Centre Arm Rest, Multifunction Steering Wheel, Cruise Control, Rear ACVents, Navigation System, Voice Control","Air Conditioner, Heater, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Leather Seats, Leather Steering Wheel, Glove Compartment, Digital Clock","Adjustable Head Lights, Fog Lights Front, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Alloy Wheels, Integrated Antenna, Outside Rear View Mirror Turn Indicators, Smoke Headlamps","Anti Lock Braking System, Brake Assist, Centeral Locking, Child Safety Locks, Driver Air Bag, Passenger Air Bag, Day Night Rear View Mirror, Passenger Side Rear View Mirror, Halogen Headlamps, Rear Seat Belts, Seat Belt Warning, Door Ajar Warning, Side Impact Beams, Front Impact Beams, Adjustable Seats, Keyless Entry, Centrally Mounted Fuel Tank, Engine Immobilizer, Crash Sensor, Automatic Head Lamps, Ebd, Rear Camera, Anti Theft Device","Dvd Player, Radio, Audio System Remote Control, Speakers Front, Speakers Rear, Usb Auxiliary Input, Bluetooth, Touch Screen",Specifications,13 kmpl,2982 CC,168.7bhp,343Nm,17,7,Super white,D-4D Diesel Engine,2982,168.7bhp@3600rpm,343Nm@1400-3400rpm,4.0,4.0,DOHC,Common-Rail Type,Yes,No,4705mm,1840mm,1850mm,2750mm,1540mm,1540mm,1880kg,5 Speed,FWD,7,Power,5.6 metres,Ventilated Disc,Leading-Trailing Drum,,,"Tubeless,Radial",17,5,296-litres,2505kg,,,,jaipur
